Name,Year,Genre,Perspective,Console,Moby Score,Critics,Publishers,Developers,Multiplayer,Offline Players,Gameplay
Chained Echoes,2022,Role-playing (RPG),Diagonal-down,Windows,8.7,90% (43),Deck13 Spotlight GmbH,Deck13 Spotlight GmbH,0.0,1.0,2D scrolling
Astro Bot: Rescue Mission,2018,Action,3rd-person (Other),PlayStation 4,8.7,92% (14),ASOBI Team,ASOBI Team,0.0,1.0,Cinematic camera
Rez Infinite,2016,Action,Behind view,PlayStation 4,8.7,90% (30),Enhance Experience Inc.,Enhance Experience Inc.,0.0,1.0,"Music / rhythm, Rail shooter"
Super Street Fighter IV,2010,Action,Side view,Xbox 360,8.7,90% (90),"Capcom Entertainment, Inc., CE Europe Ltd., Capcom Co., Ltd., ak tronic Software & Services GmbH","Capcom Entertainment, Inc.",0.0,1.0,Anime / Manga
Tetris Effect,2018,Action,Side view,PlayStation 4,8.7,91% (21),"Enhance Experience Inc., Sony Interactive Entertainment America LLC",Enhance Experience Inc.,0.0,1.0,Fixed / flip-screen
Rock Band 3,2010,Action,3rd-person (Other),Xbox 360,8.7,91% (19),MTV Games,MTV Games,0.0,1.0,Music / rhythm
The Legend of Zelda: A Link Between Worlds,2013,Action,Diagonal-down,Nintendo 3DS,8.7,91% (19),Nintendo EAD,Nintendo EAD,0.0,1.0,"Metroidvania, Puzzle elements"
BioShock,2007,Action,1st-person,Windows,8.7,94% (193),"2K Games, Inc., 1C Company, Spike Co., Ltd.","2K Games, Inc.",0.0,1.0,"RPG elements, Shooter"
Ninja Gaiden,2004,Action,1st-person,Xbox,8.7,91% (79),Team Ninja,Team Ninja,0.0,1.0,Cinematic camera
Mario Kart DS,2005,Racing / Driving,Behind view,Nintendo DS,8.7,91% (92),"Nintendo of Europe GmbH, Nintendo of Canada Ltd., Nintendo of America Inc., Nintendo Co., Ltd.",Nintendo of Europe GmbH,0.0,1.0,Arcade
Wajas,2006,Simulation,Persistent,Browser,8.7,(21),"Wajas, Inc","Wajas, Inc",0.0,1.0,Life / social simulation
Yoshi's Island: Super Mario Advance 3,2002,Action,Side view,Game Boy Advance,8.7,89% (39),"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,2D scrolling
Advance Wars: Dual Strike,2005,Strategy,Diagonal-down,Nintendo DS,8.7,91% (71),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,Anime / Manga
The Witcher 3: Wild Hunt - Hearts of Stone,2015,DLC / Add-on,Item,Windows,8.7,90% (13),CD Projekt S.A.,CD Projekt S.A.,0.0,1.0,
Metal Gear Solid 3: Snake Eater,2004,Action,1st-person,PlayStation 2,8.7,90% (80),"Konami Computer Entertainment Japan, Inc.","Konami Computer Entertainment Japan, Inc.",0.0,1.0,"Shooter, Stealth"
Madden NFL 2002,2001,Sports,Diagonal-down,PlayStation 2,8.7,90% (30),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,2D scrolling
Forza Horizon 4,2018,Racing / Driving,1st-person,Windows Apps,8.7,91% (26),"Microsoft Corporation, Xbox Game Studios",Microsoft Corporation,0.0,1.0,Direct control
Forza Motorsport 3,2009,Racing / Driving,1st-person,Xbox 360,8.7,91% (20),Turn 10 Studios,Turn 10 Studios,0.0,1.0,"Automobile, Street racing, Track racing"
Super Mario Maker,2015,Action,Side view,Wii U,8.7,88% (46),Nintendo EAD,Nintendo EAD,0.0,1.0,2D scrolling
Tony Hawk's Pro Skater 1 + 2,2020,Action,Behind view,Windows,8.7,90% (29),"Activision Publishing, Inc.","Activision Publishing, Inc.",0.0,1.0,Tricks / stunts
Advance Wars 2: Black Hole Rising,2003,Strategy,Top-down,Game Boy Advance,8.7,90% (56),"Nintendo of America Inc., Nintendo of Europe GmbH",Nintendo of America Inc.,0.0,1.0,Turn-based
Half-Life,1998,Action,1st-person,Windows,8.7,94% (59),"Sierra On-Line, Inc., Valve Corporation","Sierra On-Line, Inc.",0.0,1.0,Shooter
Shovel Knight,2014,Action,Side view,Windows,8.7,89% (37),"Yacht Club Games, LLC","Yacht Club Games, LLC",0.0,1.0,"2D scrolling, Fixed / flip-screen"
NBA Street V3,2005,Sports,3rd-person (Other),PlayStation 2,8.7,89% (51),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Tricks / stunts
Burnout 3: Takedown,2004,Action,1st-person,PlayStation 2,8.7,92% (103),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Direct control
Final Fantasy XII,2006,Role-playing (RPG),Behind view,PlayStation 2,8.7,92% (101),"Square Enix Co., Ltd.","Square Enix Co., Ltd.",0.0,1.0,Real-time
Celeste,2018,Action,Side view,Windows,8.7,90% (24),"Matt Makes Games Inc., 8-4, Ltd., Limited Run Games, Flyhigh Works Co., Ltd.",Matt Makes Games Inc.,0.0,1.0,2D scrolling
The Legend of Zelda: The Wind Waker,2002,Action,1st-person,GameCube,8.7,92% (104),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,Free-roaming camera
Call of Duty 4: Modern Warfare,2007,Action,1st-person,Windows,8.7,93% (178),"Activision Publishing, Inc., Noviy Disk, Aspyr Media, Inc., ak tronic Software & Services GmbH","Activision Publishing, Inc.",0.0,1.0,Shooter
Project Gotham Racing 3,2005,Racing / Driving,1st-person,Xbox 360,8.7,88% (105),"Bizarre Creations, Ltd.","Bizarre Creations, Ltd.",0.0,1.0,"Automobile, Street racing"
Ratchet & Clank: Rift Apart,2021,Action,Behind view,PlayStation 5,8.7,91% (21),"Insomniac Games, Inc.","Insomniac Games, Inc.",0.0,1.0,"Puzzle elements, Shooter"
Super Mario Bros. 3,1988,Action,Side view,NES,8.7,95% (39),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,2D scrolling
Dead Space 2,2011,Action,Behind view,Windows,8.7,89% (61),"Electronic Arts, Inc., ak tronic Software & Services GmbH","Electronic Arts, Inc.",0.0,1.0,"Shooter, Survival horror"
Deathloop,2021,Action,1st-person,Windows,8.7,91% (18),Bethesda Softworks LLC,Bethesda Softworks LLC,0.0,1.0,Shooter
Super Mario World: Super Mario Advance 2,2001,Action,Side view,Game Boy Advance,8.7,91% (31),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,"Platform, Puzzle elements"
Super Mario Maker 2,2019,Action,Side view,Nintendo Switch,8.7,90% (27),Nintendo EPD,Nintendo EPD,0.0,1.0,2D scrolling
Half-Life 2,2004,Action,1st-person,Windows,8.6,93% (121),"Sierra Entertainment, Inc., Valve Corporation, Electronic Arts, Inc., Nvidia Tegra Partners","Sierra Entertainment, Inc.",0.0,1.0,"Puzzle elements, Shooter"
Marvel Pinball: Vengeance and Virtue,2011,DLC / Add-on,1st-person,PlayStation 3,8.6,89% (1),"Zen Stúdió Kft, Microsoft Studios",Zen Stúdió Kft,0.0,1.0,Pinball
The Legend of Zelda: Ocarina of Time,1998,Action,1st-person,Nintendo 64,8.6,96% (74),"Nintendo Co., Ltd., Nintendo of Europe GmbH, Nintendo of America Inc., iQue, Ltd.","Nintendo Co., Ltd.",0.0,1.0,"Metroidvania, Puzzle elements"
Bloodborne,2015,Role-playing (RPG),Behind view,PlayStation 4,8.6,92% (15),"Sony Computer Entertainment America LLC, Sony Interactive Entertainment Inc.",Sony Computer Entertainment America LLC,0.0,1.0,"Action RPG, Hack and slash"
Elite Beat Agents,2006,Action,3rd-person (Other),Nintendo DS,8.6,88% (70),iNiS corporation,iNiS corporation,0.0,1.0,Anime / Manga
Baldur's Gate II: Shadows of Amn,2000,Role-playing (RPG),Isometric,Windows,8.6,93% (74),"Interplay Entertainment Corp., SEGA Corporation, MacPlay",Interplay Entertainment Corp.,0.0,1.0,Real-time
Pinball FX2: Portal Pinball,2015,DLC / Add-on,1st-person,PlayStation 3,8.6,100% (1),"Zen Stúdió Kft, Microsoft Studios",Zen Stúdió Kft,0.0,1.0,Pinball
Super Mario 3D World + Bowser’s Fury,2021,Action,3rd-person (Other),Nintendo Switch,8.6,88% (36),Nintendo EPD,Nintendo EPD,0.0,1.0,Platform
Sly 2: Band of Thieves,2004,Action,3rd-person (Other),PlayStation 2,8.6,89% (26),"Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment America Inc., Sony Computer Entertainment Japan",Sony Computer Entertainment Europe Ltd.,0.0,1.0,"Beat 'em up / brawler, Platform, Stealth"
NFL 2K3,2002,Sports,Diagonal-down,PlayStation 2,8.6,91% (26),"SEGA of America, Inc., SEGA Corporation, SEGA Europe Ltd.","SEGA of America, Inc.",0.0,1.0,2D scrolling
Final Fantasy IX,2000,Role-playing (RPG),3rd-person (Other),PlayStation,8.6,90% (67),"Sony Computer Entertainment Inc., Square Co., Ltd., Square Electronic Arts L.L.C.",Sony Computer Entertainment Inc.,0.0,1.0,Cinematic camera
Ratchet & Clank Future: A Crack in Time,2009,Action,Behind view,PlayStation 3,8.6,89% (30),"Insomniac Games, Inc.","Insomniac Games, Inc.",0.0,1.0,"Platform, Puzzle elements, Shooter"
Pushmo,2011,Action,Side view,Nintendo 3DS,8.6,89% (33),"Intelligent Systems Co., Ltd.","Intelligent Systems Co., Ltd.",0.0,1.0,Platform
Grand Theft Auto V,2013,Action,1st-person,PlayStation 3,8.6,92% (59),"Rockstar Games, Inc.","Rockstar Games, Inc.",0.0,1.0,"Sandbox / open world, Shooter"
Grand Theft Auto IV,2008,Action,Behind view,PlayStation 3,8.6,94% (198),"Take-Two Interactive Software Europe Ltd., Rockstar Games, Inc., Capcom Co., Ltd.",Take-Two Interactive Software Europe Ltd.,0.0,1.0,"Sandbox / open world, Shooter"
NBA 2K12,2011,Sports,Diagonal-down,Windows,8.6,90% (24),"2K Games, Inc.","2K Games, Inc.",0.0,1.0,2D scrolling
Braid,2008,Action,Side view,Xbox 360,8.6,92% (73),"Microsoft Game Studios, Number None Inc., Hothead Games, Inc.",Microsoft Game Studios,0.0,1.0,2D scrolling
Persona 5: Royal,2022,Compilation,Behind view,Windows,8.6,97% (8),SEGA Corporation,SEGA Corporation,0.0,1.0,Anime / Manga
Mario & Luigi: Bowser's Inside Story,2009,Action,Diagonal-down,Nintendo DS,8.6,89% (37),"AlphaDream Corporation, Ltd.","AlphaDream Corporation, Ltd.",0.0,1.0,Real-time
Metroid Prime 2: Echoes,2004,Action,1st-person,GameCube,8.6,89% (67),"Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Co., Ltd.",Nintendo of America Inc.,0.0,1.0,"Metroidvania, Shooter"
Dead Space 2: Limited Edition,2011,Special edition,Extra content / game,PlayStation 3,8.6,89% (24),,,0.0,1.0,
Pentiment,2022,Adventure,3rd-person (Other),Windows,8.6,87% (108),Microsoft Corporation,Microsoft Corporation,0.0,1.0,Graphic adventure
Radiant Silvergun,1998,Action,Top-down,Arcade,8.6,93% (25),"SEGA Enterprises Ltd., Entertainment Software Publishing Inc., Microsoft Corporation, Live Wire Inc.",SEGA Enterprises Ltd.,0.0,1.0,2D scrolling
Mario Kart 8,2014,Racing / Driving,Behind view,Wii U,8.6,88% (43),Nintendo EAD,Nintendo EAD,0.0,1.0,Arcade
Ori and the Will of the Wisps,2020,Action,Side view,Windows Apps,8.6,90% (17),"Microsoft Corporation, iam8bit, Inc.",Microsoft Corporation,0.0,1.0,2D scrolling
Burnout: Revenge,2005,Action,1st-person,PlayStation 2,8.6,89% (116),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Direct control
Resistance 2,2008,Action,1st-person,PlayStation 3,8.6,87% (80),"Insomniac Games, Inc.","Insomniac Games, Inc.",0.0,1.0,Shooter
The Legend of Zelda: The Minish Cap,2004,Action,Diagonal-down,Game Boy Advance,8.6,89% (70),"Nintendo Co., Ltd., Nintendo of Europe GmbH, Nintendo of America Inc.","Nintendo Co., Ltd.",0.0,1.0,2D scrolling
Dark Souls III,2016,Role-playing (RPG),Behind view,PlayStation 4,8.6,89% (32),"FromSoftware, Inc., BANDAI NAMCO Entertainment Inc.","FromSoftware, Inc.",0.0,1.0,"Action RPG, Hack and slash"
Batman: Arkham City - Game of the Year Edition,2012,Special edition,Digital extras,Windows,8.6,(20),"Warner Bros. Interactive Entertainment Inc., Feral Interactive Ltd.",Warner Bros. Interactive Entertainment Inc.,0.0,1.0,
Immortality,2022,Adventure,1st-person,Windows,8.6,87% (57),"Half Mermaid Productions, Netflix Inc.",Half Mermaid Productions,0.0,1.0,Full Motion Video (FMV)
Mario & Luigi: Superstar Saga,2003,Action,Isometric,Game Boy Advance,8.6,89% (61),"Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Co., Ltd.",Nintendo of America Inc.,0.0,1.0,Turn-based
Demon's Souls,2020,Role-playing (RPG),Behind view,PlayStation 5,8.6,92% (19),"Bluepoint Games, Inc., Sony Interactive Entertainment Japan Studio","Bluepoint Games, Inc.",0.0,1.0,"Action RPG, Hack and slash"
Silent Hill 2,2001,Action,3rd-person (Other),PlayStation 2,8.6,89% (28),Team Silent,Team Silent,0.0,1.0,Cinematic camera
Castlevania: Aria of Sorrow,2003,Action,Side view,Game Boy Advance,8.6,88% (53),"Konami of America, Inc., Konami Corporation, Konami Digital Entertainment GmbH","Konami of America, Inc.",0.0,1.0,2D scrolling
Assassin's Creed II,2009,Action,1st-person,Xbox 360,8.6,90% (85),"Ubisoft Entertainment SA, ak tronic Software & Services GmbH",Ubisoft Entertainment SA,0.0,1.0,"Quick Time Events (QTEs), Stealth"
Halo: Reach,2010,Action,1st-person,Xbox 360,8.6,89% (46),"Microsoft Corporation, ak tronic Software & Services GmbH",Microsoft Corporation,0.0,1.0,Shooter
Horizon: Zero Dawn,2017,Role-playing (RPG),Behind view,PlayStation 4,8.6,88% (40),Guerrilla B.V.,Guerrilla B.V.,0.0,1.0,Action RPG
Ogre Battle 64: Person of Lordly Caliber,1999,Role-playing (RPG),Top-down,Nintendo 64,8.6,90% (21),"Nintendo Co., Ltd., Atlus U.S.A., Inc., Square Enix Co., Ltd.","Nintendo Co., Ltd.",0.0,1.0,Turn-based
Total War: Warhammer III,2022,Strategy,Diagonal-down,Windows,8.6,88% (43),"SEGA Europe Ltd., Feral Interactive Ltd.",SEGA Europe Ltd.,0.0,1.0,Free-roaming camera
Mass Effect,2007,Role-playing (RPG),Behind view,Xbox 360,8.6,90% (165),"Microsoft Corporation, Electronic Arts, Inc., Snowball.ru",Microsoft Corporation,0.0,1.0,"Action RPG, Puzzle elements, Quick Time Events (QTEs), Shooter"
Return to Monkey Island,2022,Adventure,3rd-person (Other),Windows,8.6,88% (49),"Devolver Digital, Inc.","Devolver Digital, Inc.",0.0,1.0,"Graphic adventure, Puzzle elements"
Madden NFL 2005,2004,Sports,Diagonal-down,PlayStation 2,8.6,88% (50),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,2D scrolling
Pikmin 3,2013,Action,3rd-person (Other),Wii U,8.6,87% (51),Nintendo EAD,Nintendo EAD,0.0,1.0,Real-time
Deus Ex: Human Revolution,2011,Role-playing (RPG),1st-person,Windows,8.6,89% (75),"Square Enix, Inc., Cenega Poland Sp. z o.o., Square Enix Limited","Square Enix, Inc.",0.0,1.0,"Action RPG, Shooter, Stealth"
Metal Gear Solid 2: Sons of Liberty,2001,Action,1st-person,PlayStation 2,8.6,94% (68),"Konami Computer Entertainment Japan, Inc.","Konami Computer Entertainment Japan, Inc.",0.0,1.0,"Shooter, Stealth"
The House in Fata Morgana: Dreams of the Revenants...,2019,Adventure,1st-person,PS Vita,8.6,96% (8),"Limited Run Games, Mighty Rabbit Studios, Inc., HuneX Co., Ltd.",Limited Run Games,0.0,1.0,Anime / Manga
Horizon II: Forbidden West,2022,Role-playing (RPG),Behind view,PlayStation 4,8.6,88% (28),"Sony Interactive Entertainment Europe Ltd., Sony Interactive Entertainment Inc., Sony Interactive Entertainment America LLC",Sony Interactive Entertainment Europe Ltd.,0.0,1.0,Action RPG
Burnout: Paradise,2008,Racing / Driving,1st-person,PlayStation 3,8.6,87% (120),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Sandbox / open world
Half-Life 2: Episode Two,2007,Action,1st-person,Windows,8.6,87% (30),"Buka Entertainment, Valve Corporation, NVIDIA Lightspeed Studios",Buka Entertainment,0.0,1.0,"Puzzle elements, Shooter"
Atari 50: The Anniversary Celebration,2022,Action,Arcade,Xbox One,8.6,87% (51),"Atari Interactive, Inc.","Atari Interactive, Inc.",0.0,1.0,"Direct control, Point and select"
Dragon Quest XI S: Echoes of an Elusive Age - Defi...,2019,Role-playing (RPG),3rd-person (Other),Nintendo Switch,8.6,91% (15),"Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Australia Pty., Ltd.",Nintendo of America Inc.,0.0,1.0,Anime / Manga
Thief: Gold,1999,Action,1st-person,Windows,8.6,92% (10),"Looking Glass Studios, Inc.","Looking Glass Studios, Inc.",0.0,1.0,Stealth
Tactics Ogre,1995,Role-playing (RPG),Diagonal-down,SNES,8.6,85% (11),"Quest Corporation, Riverhill Soft Inc., Artdink Corporation",Quest Corporation,0.0,1.0,Isometric
Super Mario World,1990,Action,Side view,SNES,8.6,93% (39),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.","Nintendo Co., Ltd.",0.0,1.0,2D scrolling
Super Mario World 2: Yoshi's Island,1995,Action,Side view,SNES,8.6,95% (30),"Nintendo Co., Ltd., Playtronic Industrial Ltda., Nintendo of America Inc.","Nintendo Co., Ltd.",0.0,1.0,2D scrolling
Pikmin 2,2004,Action,Diagonal-down,GameCube,8.6,88% (66),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,Real-time
Call of Duty 4: Modern Warfare (Limited Collector'...,2007,Special edition,Digital extras,Windows,8.6,90% (1),"Activision Publishing, Inc., Noviy Disk","Activision Publishing, Inc.",0.0,1.0,
The Legend of Zelda: Phantom Hourglass,2007,Action,Diagonal-down,Nintendo DS,8.6,88% (107),"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Nintendo Co., Ltd.",0.0,1.0,Fixed / flip-screen
Rocksmith: All-new 2014 Edition,2013,Educational,Diagonal-down,Windows,8.6,87% (45),"Ubisoft, Inc., Ubisoft Entertainment SA","Ubisoft, Inc.",0.0,1.0,2D scrolling
Undertale,2015,Role-playing (RPG),Diagonal-down,Windows,8.6,90% (45),"8-4, Ltd., Fangamer LLC","8-4, Ltd.",0.0,1.0,Turn-based
Fight Night Round 4,2009,Sports,3rd-person (Other),Xbox 360,8.6,87% (74),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Boxing
Empire: Total War,2009,Strategy,Diagonal-down,Windows,8.6,89% (59),"SEGA of America, Inc., SEGA Europe Ltd., Soft Club","SEGA of America, Inc.",0.0,1.0,Free-roaming camera
Dead Space,2023,Action,Behind view,Windows,8.6,88% (35),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,"Puzzle elements, Quick Time Events (QTEs), Shooter, Survival horror"
Tekken: Dark Resurrection,2006,Action,Side view,PSP,8.6,88% (71),"Namco Bandai Games America Inc., Sony Computer Entertainment Europe Ltd.",Namco Bandai Games America Inc.,0.0,1.0,2D scrolling
Guacamelee!: Super Turbo Championship Edition,2014,Action,Side view,PlayStation 4,8.6,88% (20),DrinkBox Studios Inc.,DrinkBox Studios Inc.,0.0,1.0,2D scrolling
Rayman Origins,2011,Action,Side view,Xbox 360,8.6,88% (66),"Ubisoft Entertainment SA, ak tronic Software & Services GmbH, Feral Interactive Ltd.",Ubisoft Entertainment SA,0.0,1.0,2D scrolling
Crysis,2007,Action,1st-person,Windows,8.6,89% (100),"Electronic Arts, Inc., ak tronic Software & Services GmbH","Electronic Arts, Inc.",0.0,1.0,Shooter
Flower,2009,Action,3rd-person (Other),PlayStation 3,8.6,87% (63),"Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment America LLC, Annapurna Games, LLC",Sony Computer Entertainment Europe Ltd.,0.0,1.0,Meditative / Zen
Shadow of the Colossus,2005,Action,Behind view,PlayStation 2,8.6,91% (48),"Sony Computer Entertainment America Inc., Sony Computer Entertainment Inc., Sony Computer Entertainment Europe Ltd.",Sony Computer Entertainment America Inc.,0.0,1.0,"Platform, Puzzle elements"
The Elder Scrolls IV: Oblivion,2006,Role-playing (RPG),1st-person,Windows,8.5,93% (171),"Bethesda Softworks LLC, 2K Games, Inc., 1C Company",Bethesda Softworks LLC,0.0,1.0,"Action RPG, Sandbox / open world"
Lumines: Puzzle Fusion,2004,Puzzle,Real-time,PSP,8.5,89% (79),"Bandai Co., Ltd., Ubisoft Entertainment SA, Buena Vista Games, Inc., Namco Bandai Games Inc.","Bandai Co., Ltd.",0.0,1.0,"Falling block puzzle, Music / rhythm"
Metal Gear Solid,2000,Action,Top-down,Game Boy Color,8.5,94% (24),"Konami Computer Entertainment Japan, Inc., Tose Co., Ltd.","Konami Computer Entertainment Japan, Inc.",0.0,1.0,Stealth
RalliSport Challenge 2,2004,Racing / Driving,1st-person,Xbox,8.5,88% (21),Digital Illusions CE AB,Digital Illusions CE AB,0.0,1.0,Direct control
Gran Turismo,1997,Racing / Driving,1st-person,PlayStation,8.5,95% (27),Polyphony Digital Inc.,Polyphony Digital Inc.,0.0,1.0,Direct control
SSX 3,2003,Sports,Behind view,PlayStation 2,8.5,90% (64),"Electronic Arts, Inc.","Electronic Arts, Inc.",0.0,1.0,Tricks / stunts
Huntdown,2020,Action,Side view,Windows,8.5,88% (35),Coffee Stain Publishing AB,Coffee Stain Publishing AB,0.0,1.0,2D scrolling
Assassin's Creed: Brotherhood,2010,Action,Behind view,Xbox 360,8.5,89% (44),"Ubisoft Entertainment SA, ak tronic Software & Services GmbH",Ubisoft Entertainment SA,0.0,1.0,"Puzzle elements, Stealth"
Mario + Rabbids: Sparks of Hope,2022,Role-playing (RPG),Diagonal-down,Nintendo Switch,8.5,86% (121),"Ubisoft Paris Studios SARL, Ubisoft Studios SRL",Ubisoft Paris Studios SARL,0.0,1.0,Free-roaming camera
Ori and the Blind Forest,2015,Action,Side view,Windows,8.5,89% (36),Microsoft Corporation,Microsoft Corporation,0.0,1.0,2D scrolling
Fire Emblem: Awakening,2012,Role-playing (RPG),Diagonal-down,Nintendo 3DS,8.5,90% (28),"Intelligent Systems Co., Ltd.","Intelligent Systems Co., Ltd.",0.0,1.0,Anime / Manga
Red Moon,1985,Adventure,Text-based / Spreadsheet,Atari 8-bit,8.5,93% (8),"Level 9 Computing, Ltd., Rainbird Software","Level 9 Computing, Ltd.",0.0,1.0,Fixed / flip-screen
